text,count,mean_combined_score,std_combined_score,max_combined_score,mean_comp_deviation,mean_norm_shift,n_tokens
".

Members",1,0.6330063238348449,0.0,0.6330063238348449,0.14697265625,1.1822472548996121,2
a Turkish footballer who plays,1,0.6327292863148326,0.0,0.6327292863148326,0.2373046875,0.9731806376620816,5
it grows in the mountains of,1,0.6327126250304369,0.0,0.6327126250304369,0.1748046875,1.035150703201092,6
application of these names to be,1,0.6323395076746503,0.0,0.6323395076746503,0.1806640625,1.1770401754366258,6
System with LRF ballistic,1,0.6323355608620358,0.0,0.6323355608620358,0.24462890625,1.0072305037175895,4
of Australia,1,0.6323203874340505,0.0,0.6323203874340505,0.30810546875,0.9236964763976262,2
Castrum,1,0.6322466796834227,0.0,0.6322466796834227,0.42138671875,0.9146010742085566,1
1952,1,0.6322340629838907,0.0,0.6322340629838907,0.34228515625,0.9270207043347267,1
he had signed following,1,0.6321750198454265,0.0,0.6321750198454265,0.35400390625,0.9471367683635662,4
teams hosted each best of,1,0.6320886106133239,0.0,0.6320886106133239,0.25048828125,0.9307464288770597,5
a variety of state offices,1,0.6318548584110095,0.0,0.6318548584110095,0.3466796875,0.909349060090024,5
2 to,3,0.6318207460980575,0.1699380006731909,0.8491678134110688,0.31640625,0.9355699316513938,2
5. After training in,1,0.6317493094260861,0.0,0.6317493094260861,0.37744140625,0.8615998360652151,4
ics,1,0.6316487256373935,0.0,0.6316487256373935,0.109375,1.2395222047184835,1
Rather long wings and alar,1,0.6315651388277808,0.0,0.6315651388277808,0.25244140625,1.0614567923819516,5
Electoral,1,0.6311964717388351,0.0,0.6311964717388351,0.384765625,0.8747441090345875,1
orders from,1,0.6311254283472127,0.0,0.6311254283472127,0.1416015625,1.1901182583680316,2
noted as the second last living,1,0.6310777609966965,0.0,0.6310777609966965,0.27197265625,0.9218106134292413,6
"Tatireta,",1,0.6309981800649406,0.0,0.6309981800649406,0.333984375,0.9593313876623514,1
create a radial trailing axle,1,0.6306594440129363,0.0,0.6306594440129363,0.125,1.2502325944073405,5
"images

External links",1,0.6299670960216173,0.0,0.6299670960216173,0.14599609375,1.011685318179043,3
olphus and Sarah Ingals,1,0.6299066129933657,0.0,0.6299066129933657,0.3623046875,0.7712692180302891,4
architecture in Oregon,1,0.6298610883247837,0.0,0.6298610883247837,0.29443359375,0.9643011583119593,3
"with the episode ""Testing Times",1,0.6296004703778222,0.0,0.6296004703778222,0.32177734375,0.9596212931320554,5
1939,1,0.6295842972882721,0.0,0.6295842972882721,0.38623046875,0.7972883799394305,1
Maryport,1,0.6293328454902112,0.0,0.6293328454902112,0.2294921875,0.964628500444278,1
hurling match that was played,1,0.6292411619497784,0.0,0.6292411619497784,0.33544921875,0.8481883540931959,5
Interlink between,1,0.6291181851850649,0.0,0.6291181851850649,0.27978515625,0.9731860879626621,2
set aside,1,0.6289210475941934,0.0,0.6289210475941934,0.134765625,1.1442020330479834,2
editerranean Games,1,0.6288143828913388,0.0,0.6288143828913388,0.37939453125,0.792739082228347,2
Rogachev.,1,0.6288118985398665,0.0,0.6288118985398665,0.376953125,0.7322775490840413,1
Moll,1,0.62879876935419,0.0,0.62879876935419,0.29150390625,0.9119627436979748,1
Ankita Amar in,1,0.6287543411916502,0.0,0.6287543411916502,0.574462890625,0.6224229623541254,3
are designated δ¹,1,0.6284821690695442,0.0,0.6284821690695442,0.2421875,1.0018694851738605,3
of Medici (featured,1,0.6284579297825069,0.0,0.6284579297825069,0.32958984375,0.8393943361750172,3
worked in agriculture in mediaeval,1,0.6282903096304796,0.0,0.6282903096304796,0.24951171875,0.9930890553261991,5
League Cup,1,0.6282224752983344,0.0,0.6282224752983344,0.28271484375,0.9841304069958359,2
as an independent art form,1,0.6279622532278615,0.0,0.6279622532278615,0.28125,1.0196126643196535,5
's entry into,1,0.6279331326607397,0.0,0.6279331326607397,0.24072265625,0.9256677925893492,3
She took up,1,0.6278859134492771,0.0,0.6278859134492771,0.287109375,0.9913456429981927,3
"uliini
Moths",1,0.627225789887289,0.0,0.627225789887289,0.36865234375,0.7777812715932226,2
service command line navigation convention,1,0.6270721035142744,0.0,0.6270721035142744,0.146484375,1.170463461910686,5
"Coast, named for",1,0.6270517981613649,0.0,0.6270517981613649,0.1865234375,1.102297464153412,3
– Luxembourg,1,0.6270187889675907,0.0,0.6270187889675907,0.17138671875,1.1866875974189766,2
1916,1,0.6269369242496532,0.0,0.6269369242496532,0.30517578125,0.9577231699991328,1
at #1 in 1,1,0.6269165447481637,0.0,0.6269165447481637,0.49853515625,0.6758118696829091,4
–1665),1,0.6266182302146522,0.0,0.6266182302146522,0.365234375,0.8063527044428805,1
"about ,",1,0.6265005271474168,0.0,0.6265005271474168,0.1181640625,1.2266517084935418,2
marist.edu,1,0.626487790992975,0.0,0.626487790992975,0.69873046875,0.48351684076368767,1
Upon,1,0.6264489023058798,0.0,0.6264489023058798,0.578857421875,0.6087858299834493,1
"events, and their relevance",1,0.6264195026638708,0.0,0.6264195026638708,0.33837890625,0.8878261004096769,4
central,1,0.6263772231045464,0.0,0.6263772231045464,0.17333984375,1.077539737448866,1
2015.,2,0.6258947919805877,0.12848126455901263,0.7543760565396004,0.310302734375,0.9304596362014692,1
apalle is a city in,1,0.6258094731700824,0.0,0.6258094731700824,0.32275390625,0.8788547376127058,5
progressively,1,0.6256050853567712,0.0,0.6256050853567712,0.1005859375,1.2578603696419277,1
is an American politician.,1,0.6255297517997,0.0,0.6255297517997,0.41552734375,0.7593199849679998,4
It was built from 1,1,0.625523554326693,0.0,0.625523554326693,0.560302734375,0.7000393545667325,5
"Europe
Devonian",1,0.625514379904314,0.0,0.625514379904314,0.22412109375,1.0836834106982849,2
"""The RAT""",1,0.6249858263773225,0.0,0.6249858263773225,0.32470703125,0.9278210112558058,2
1253?),1,0.6248769307557448,0.0,0.6248769307557448,0.3291015625,0.8182958425143618,1
Meenakshi,1,0.6246641116095614,0.0,0.6246641116095614,0.400390625,0.8929591071489033,1
", and wood carvings",1,0.6246353701489337,0.0,0.6246353701489337,0.39599609375,0.9248696753723341,4
Yoshino last manga,1,0.6244821265352748,0.0,0.6244821265352748,0.3916015625,0.7986320741506867,3
Indochina,1,0.6244686312643563,0.0,0.6244686312643563,0.3837890625,0.8750143515983904,1
", housed",1,0.6243934563622748,0.0,0.6243934563622748,0.22265625,1.0369357893431868,2
"unresolved, but annotations",1,0.6242341281331981,0.0,0.6242341281331981,0.29052734375,0.9149554375204951,3
white shirt with broad cuffs,1,0.6240083845650403,0.0,0.6240083845650403,0.24755859375,1.0293813129751006,5
and White,1,0.6238737677143715,0.0,0.6238737677143715,0.12451171875,1.1612469192859285,2
", renamed",1,0.6232455811085794,0.0,0.6232455811085794,0.150390625,1.1053551637089485,2
paintings and sculptures by,1,0.6232349884767059,0.0,0.6232349884767059,0.34326171875,0.9231997758792645,4
‘E’ tanks,1,0.6231846135029147,0.0,0.6231846135029147,0.38720703125,0.8542261821947866,2
. Bobby has swiftly,1,0.6227891744399927,0.0,0.6227891744399927,0.14599609375,1.0916409048499816,4
regions are grouped into,1,0.6227019486762253,0.0,0.6227019486762253,0.22509765625,1.048576160753063,4
winning by,1,0.6226621652903683,0.0,0.6226621652903683,0.36474609375,0.9193263116634207,2
) in the Central District of,1,0.6226237632205688,0.0,0.6226237632205688,0.19775390625,1.0061443689889218,6
the B530,1,0.622620924051207,0.0,0.622620924051207,0.29931640625,0.8923677398155172,2
exhibition space of,1,0.6226174747296473,0.0,0.6226174747296473,0.20166015625,1.048364975886618,3
his bow with his right.,1,0.6225984542304881,0.0,0.6225984542304881,0.50048828125,0.7220234793262204,5
5 ha),1,0.6223992351435117,0.0,0.6223992351435117,0.3095703125,0.859281779265029,2
32 athletes,1,0.6222204799262525,0.0,0.6222204799262525,0.2724609375,0.9586273716906313,2
Maël Porret,1,0.6220892425521836,0.0,0.6220892425521836,0.30712890625,0.9153305282554587,2
video game,1,0.6220547953774751,0.0,0.6220547953774751,0.0869140625,1.2577737071936876,2
52 villages.,1,0.621759524525315,0.0,0.621759524525315,0.2724609375,1.0353558425632876,2
".

Career",1,0.6216213644340941,0.0,0.6216213644340941,0.5078125,0.6785651298352353,2
0 inhabitants in total.,1,0.6215770704569886,0.0,0.6215770704569886,0.576416015625,0.5897092777049715,4
"birds are raised, and",1,0.6215072136226252,0.0,0.6215072136226252,0.19580078125,1.0850180340565627,4
2001 deaths,1,0.6214669882147333,0.0,0.6214669882147333,0.30517578125,0.9272026267868333,2
woodland,1,0.6214268719645665,0.0,0.6214268719645665,0.07958984375,1.3235867111614161,1
conservative personality,1,0.6214081065998757,0.0,0.6214081065998757,0.103515625,1.247123782124689,2
Maha Barghouti,1,0.6211348663429895,0.0,0.6211348663429895,0.4267578125,0.7252004471074738,2
"League players
FC",1,0.6209910556265092,0.0,0.6209910556265092,0.52001953125,0.6088741234412732,3
"a single ""Misery",1,0.6209736270489464,0.0,0.6209736270489464,0.302734375,0.852421860591116,3
crew of 42.,1,0.6209734941133196,0.0,0.6209734941133196,0.36669921875,0.8668868602832988,3
and primarily take place in,1,0.6205918583321461,0.0,0.6205918583321461,0.29345703125,1.013393708330365,5
Roman Catholic Diocese,1,0.6205018963883105,0.0,0.6205018963883105,0.28173828125,0.8957371628457762,3
"business"".

On",1,0.6203062389406961,0.0,0.6203062389406961,0.550048828125,0.5502773161017401,2
river flows northwest through,1,0.6202708875221266,0.0,0.6202708875221266,0.359375,0.8194760469303161,4
aterina Barloggio,1,0.6202626403974284,0.0,0.6202626403974284,0.35498046875,0.7795384369310709,2
was a rear-aspect,1,0.6202605824998515,0.0,0.6202605824998515,0.2685546875,0.9328536046871286,3
40 or above,1,0.6202340897358067,0.0,0.6202340897358067,0.19287109375,1.112841083714517,3
portspeople from Ivanovo,1,0.6200507655664161,0.0,0.6200507655664161,0.326171875,0.8418139256347904,3
Technology,1,0.6197282488557069,0.0,0.6197282488557069,0.390625,0.805668278389267,1
met a mixed critical reception,1,0.6196063461753165,0.0,0.6196063461753165,0.3193359375,0.9658859826257914,5
ry of,1,0.6193650805788038,0.0,0.6193650805788038,0.19091796875,1.1153072326970093,2
2015,1,0.6192833059408125,0.0,0.6192833059408125,0.3759765625,0.8749904914145313,1
883.,1,0.6192611917604447,0.0,0.6192611917604447,0.216796875,0.9866295419011116,1
coloured,2,0.6192342625865306,0.03173524451699122,0.6509695071035217,0.20849609375,1.0647482541225761,1
"), wanted to include",1,0.6190651538765272,0.0,0.6190651538765272,0.22412109375,0.9944402284413179,4
electrification,1,0.6188705424084388,0.0,0.6188705424084388,0.31640625,0.9807701060210968,1
1999 to,1,0.6188227558397446,0.0,0.6188227558397446,0.31298828125,0.8239123583493613,2
1948).,1,0.6187757576032709,0.0,0.6187757576032709,0.38818359375,0.8017001361956771,1
Turkish footballers,1,0.6187507974279111,0.0,0.6187507974279111,0.3017578125,0.8948994545072774,2
English footballer,1,0.6185003626032256,0.0,0.6185003626032256,0.4228515625,0.7335067658830638,2
Central Asian states,1,0.618221072133606,0.0,0.618221072133606,0.26416015625,0.9051107858027649,3
Native American leaders,1,0.618186097277889,0.0,0.618186097277889,0.33642578125,0.9230287197572224,3
United States Navy,2,0.6181622086432654,0.08986884644469983,0.7080310550879653,0.26123046875,0.9431105997331635,3
since 201,1,0.61802691578227,0.0,0.61802691578227,0.365234375,0.941551664455675,2
members of,1,0.6179917219670352,0.0,0.6179917219670352,0.130859375,1.1561853596050882,2
"ification system
A total of",1,0.6179718476231024,0.0,0.6179718476231024,0.275390625,0.9758378221827558,5
2010s,1,0.6176533764731796,0.0,0.6176533764731796,0.2060546875,0.9188893005579489,1
ivers of West Pomer,1,0.6176345065667985,0.0,0.6176345065667985,0.4345703125,0.6642644890732461,4
Krishna district,2,0.6175567582251065,0.041410419564305745,0.6589671777894123,0.3125,0.8487625010315163,2
Bisentium,1,0.6175527252239887,0.0,0.6175527252239887,0.412109375,0.7885107193099717,1
"Whatley, Mendip",1,0.6171553510235699,0.0,0.6171553510235699,0.3115234375,0.8284718736526747,2
"Province, son of",1,0.6171464826704471,0.0,0.6171464826704471,0.2578125,0.9470410113636177,3
incinnati Creek.,1,0.6170574442643239,0.0,0.6170574442643239,0.35791015625,0.7568770090983095,2
"Co ""The RAT""",1,0.6170364763709973,0.0,0.6170364763709973,0.34423828125,0.8698616987399933,3
Winter Olympics. In June,1,0.6169713700264066,0.0,0.6169713700264066,0.43896484375,0.6839079172535163,4
He worked in public relations,1,0.6169260372660729,0.0,0.6169260372660729,0.21142578125,1.003862944727682,5
company is responsible for regulating,1,0.616894367197134,0.0,0.616894367197134,0.189453125,1.0605464648678349,5
12,1,0.616882331065249,0.0,0.616882331065249,0.09619140625,1.0454406909443723,1
"Leben seiner Zeit,",1,0.6167963812507514,0.0,0.6167963812507514,0.19482421875,1.0058581406268785,3
945 Nazi Germany.,1,0.6165219482263623,0.0,0.6165219482263623,0.35888671875,0.8485558471284057,3
as a farm-hand,1,0.6164999148571217,0.0,0.6164999148571217,0.31005859375,0.9558005683928045,3
one century later,1,0.6161948871641298,0.0,0.6161948871641298,0.20947265625,1.0116786241603246,3
"works, which range from",1,0.616189774705357,0.0,0.616189774705357,0.3447265625,0.9318318586383924,4
19th season,1,0.6161089563678964,0.0,0.6161089563678964,0.3046875,0.8624159456072409,2
on the arch,1,0.6160392586240768,0.0,0.6160392586240768,0.2451171875,0.999204591872692,3
"ian: )
 Croat",1,0.6159648799495343,0.0,0.6159648799495343,0.35888671875,0.8890332936238357,3
for .,1,0.615832310023511,0.0,0.615832310023511,0.16552734375,1.0537409313087776,2
Completed in 18,1,0.6155106645528752,0.0,0.6155106645528752,0.42626953125,0.7282297863821877,3
attachment debtor,1,0.6154551120985815,0.0,0.6154551120985815,0.1875,1.0896631708714537,2
was added to the National Register,1,0.6153541246962849,0.0,0.6153541246962849,0.2705078125,0.9266909758032122,6
it was purchased by,2,0.6153014616705028,0.20625192751685673,0.8215533891873595,0.367431640625,0.837875236207507,4
and Pan American Games,1,0.615284129438283,0.0,0.615284129438283,0.23828125,1.0382103235957074,4
20 December,1,0.6150222255946501,0.0,0.6150222255946501,0.2490234375,1.0061834936741252,2
in Beijing and the,1,0.6147305899970087,0.0,0.6147305899970087,0.24755859375,0.9617532328050218,4
Singleton,1,0.6146597312322839,0.0,0.6146597312322839,0.251953125,0.9404579218307095,1
. She competed at the,2,0.614514436886813,0.030899111451147265,0.6454135483379602,0.35400390625,0.861542439873282,5
from the state of Oklahoma.,1,0.6143539970358083,0.0,0.6143539970358083,0.328125,0.8918420238395206,5
Dąbie,1,0.6142145075118414,0.0,0.6142145075118414,0.3486328125,0.9254288469046034,1
మద,1,0.6141367423187012,0.0,0.6141367423187012,0.4931640625,0.7820459573592528,1
s franchisee,1,0.6140146673683343,0.0,0.6140146673683343,0.185546875,1.0903345199833356,2
Płonia,3,0.6139860436820733,0.15867613635426325,0.8069539497848808,0.4793294270833333,0.7305624399343499,1
Hitachi Data Systems,1,0.6139248315846366,0.0,0.6139248315846366,0.31396484375,0.8114844422428416,3
1961),1,0.6138537801858351,0.0,0.6138537801858351,0.369140625,0.7765167746833376,1
Llewelly,1,0.6138516557435556,0.0,0.6138516557435556,0.39111328125,0.7118752331088891,1
Clayton Jones.,1,0.6137958560498715,0.0,0.6137958560498715,0.4853515625,0.6021165932496786,2
Gravina,1,0.6136778659975122,0.0,0.6136778659975122,0.49365234375,0.7235257196812804,1
Jean Tissier as,1,0.6136379970506248,0.0,0.6136379970506248,0.2900390625,0.8879768285640619,3
introduced in 1,1,0.6134458643612838,0.0,0.6134458643612838,0.49169921875,0.5926661745750844,3
mission of the Garden it to,1,0.6133555043337675,0.0,0.6133555043337675,0.28466796875,0.9258448155219188,6
Ammun,1,0.6133494184039974,0.0,0.6133494184039974,0.30615234375,0.9260737413224934,1
southern edge of,1,0.6128451311566636,0.0,0.6128451311566636,0.2001953125,1.0479819685166591,3
6/37 and,1,0.6127912590501021,0.0,0.6127912590501021,0.37353515625,0.8402056866877552,2
determine the winners of the,1,0.6126481169983986,0.0,0.6126481169983986,0.530029296875,0.6640665815584964,5
a poor mountain peasant,1,0.612624912933162,0.0,0.612624912933162,0.2822265625,0.974555446395405,4
final. Cork,1,0.6124812331002824,0.0,0.6124812331002824,0.32275390625,0.8699481999382058,2
ellenköpfchen Formation,1,0.6124391801420516,0.0,0.6124391801420516,0.478515625,0.5947271007457537,2
period of,1,0.6124184857552635,0.0,0.6124184857552635,0.08984375,1.1829016831381587,2
played junior ice hockey with the,1,0.6122755999835285,0.0,0.6122755999835285,0.359375,0.8379399765213215,6
6) campus located at,1,0.6121228713903863,0.0,0.6121228713903863,0.38916015625,0.7876313972259656,4
Cork,2,0.6119580484641548,0.2290551322340458,0.8410131806982006,0.265380859375,0.9544556680353871,1
pan of this species is,1,0.6118931627536531,0.0,0.6118931627536531,0.4541015625,0.7848598600091328,5
sponsored by,1,0.6116989481714562,0.0,0.6116989481714562,0.10888671875,1.1972161204286405,2
Law and,1,0.6115525156202938,0.0,0.6115525156202938,0.13623046875,1.1548578515507344,2
ationalistic views and support for,1,0.6113893973316561,0.0,0.6113893973316561,0.3515625,0.8580633370791403,5
Businesspeople from Pennsylvania,1,0.6109673036105889,0.0,0.6109673036105889,0.41455078125,0.7765637668389721,3
Notable landmarks,1,0.6108114311285928,0.0,0.6108114311285928,0.27001953125,0.914601820008982,2
C. seasons,1,0.6107245926665114,0.0,0.6107245926665114,0.31103515625,0.8722704660412782,2
"""Maturation",1,0.6105759276848922,0.0,0.6105759276848922,0.423828125,0.7348138426497305,1
", an increase of",1,0.610548642235003,0.0,0.610548642235003,0.15576171875,1.1158491446500076,4
a vertical load downwards,1,0.6104622171231799,0.0,0.6104622171231799,0.17236328125,1.0749836678079496,4
album by American R&B,1,0.6104569986153119,0.0,0.6104569986153119,0.2255859375,0.9524120277882796,4
to retain these side walls,1,0.6103831089026754,0.0,0.6103831089026754,0.232421875,1.0471980066316886,5
separatist,1,0.6101271044924667,0.0,0.6101271044924667,0.27099609375,0.9855228393561667,1
Delineation,1,0.6098757243569569,0.0,0.6098757243569569,0.40380859375,0.7116399944861421,1
"CT), is an objective",1,0.6097945533664906,0.0,0.6097945533664906,0.203125,0.9842031802912264,4
Italianized medieval name of,1,0.6097824706725885,0.0,0.6097824706725885,0.29833984375,0.9513360594939712,4
43 seats,1,0.6096887781038903,0.0,0.6096887781038903,0.21435546875,0.9749055390097257,2
"& Co.,",1,0.6091316535423829,0.0,0.6091316535423829,0.1591796875,1.029909211980957,2
Australian Imperial Force,1,0.6090467177408325,0.0,0.6090467177408325,0.18701171875,1.0354341771645812,3
the houses of,1,0.6088349199895177,0.0,0.6088349199895177,0.07421875,1.287468159348794,3
"Biography
Fox",1,0.6088341293762682,0.0,0.6088341293762682,0.4296875,0.7156888390656705,2
He was the film critic for,1,0.6086582429652178,0.0,0.6086582429652178,0.390625,0.7948389667880443,6
Vocal,1,0.6086405630408586,0.0,0.6086405630408586,0.18212890625,1.0653025794771462,1
a county final.,1,0.6086392059162894,0.0,0.6086392059162894,0.40380859375,0.8087073897907234,3
He was an adviser,1,0.608604694954423,0.0,0.608604694954423,0.2998046875,0.9089629092610576,4
ynamic Streaming,1,0.6083738021242128,0.0,0.6083738021242128,0.30419921875,0.7775568197636566,2
"himself up as ""a modern",1,0.6082101696799446,0.0,0.6082101696799446,0.35546875,0.7476982757623613,5
"he has ""built""",1,0.6081205372943908,0.0,0.6081205372943908,0.24951171875,1.0237193119859767,3
organ playing and music composition.,1,0.6081006831463561,0.0,0.6081006831463561,0.43505859375,0.7614626453658903,5
18. Each week features,1,0.6079291783782855,0.0,0.6079291783782855,0.291015625,0.8691881803207138,4
job as a flight instructor in,1,0.6077650979705617,0.0,0.6077650979705617,0.4921875,0.6962926277389041,6
of the shell varies between,1,0.6077494455056037,0.0,0.6077494455056037,0.48388671875,0.7740122856390093,5
season and the start of,1,0.6072973168854499,0.0,0.6072973168854499,0.19873046875,1.0841612609636246,5
war (his brother Ted joined,1,0.6072923529306467,0.0,0.6072923529306467,0.26953125,0.8816342026391166,5
19th,1,0.6072238422986092,0.0,0.6072238422986092,0.19580078125,1.022576207309023,1
completed four lengths,1,0.6071284508594995,0.0,0.6071284508594995,0.31689453125,0.8973377287112488,3
Musunuru mandal,1,0.6070878097546408,0.0,0.6070878097546408,0.37939453125,0.6889841728241017,2
companies of the United States,1,0.607077604484855,0.0,0.607077604484855,0.41455078125,0.8361754565246377,5
OBE,1,0.6070346884292613,0.0,0.6070346884292613,0.23486328125,1.039315236698153,1
"Charles William Fox, DFC",1,0.6069056248945656,0.0,0.6069056248945656,0.27587890625,0.8062044919239139,4
the fourth seed,1,0.6068679042995662,0.0,0.6068679042995662,0.1474609375,1.0900457373114154,3
swimming results led to her being,1,0.6067479132957658,0.0,0.6067479132957658,0.25390625,0.9542477129269143,6
Distribution,3,0.6065314977270057,0.19371655873541632,0.8711502970289614,0.21223958333333334,0.9804807625466808,1
; length,1,0.6064859816801307,0.0,0.6064859816801307,0.2060546875,0.9993692510753264,2
County in western,1,0.6064187627666462,0.0,0.6064187627666462,0.12109375,1.0927070631666154,3
44th General Assembly,1,0.6063252595652998,0.0,0.6063252595652998,0.24609375,0.9337818989132494,3
Draft,1,0.6063063064482306,0.0,0.6063063064482306,0.25634765625,0.8285099067455765,1
In July,1,0.606158847819078,0.0,0.606158847819078,0.3671875,0.8318033695476948,2
"players
PFC",1,0.605782950041951,0.0,0.605782950041951,0.4580078125,0.6060101094798775,2
shaped Louisiana history and some say,1,0.6056171400482391,0.0,0.6056171400482391,0.18798828125,1.0019578891830976,6
with distinct short hairs.,1,0.6056068633446267,0.0,0.6056068633446267,0.43603515625,0.8975620802365667,4
1974),1,0.6055821320032012,0.0,0.6055821320032012,0.4228515625,0.786294197195503,1
label.,1,0.6053761799632932,0.0,0.6053761799632932,0.1298828125,1.106702168658233,1
for a weekend talk show,1,0.6053123224742534,0.0,0.6053123224742534,0.232421875,1.0503901811856333,5
He competed in the men',1,0.6051054708234814,0.0,0.6051054708234814,0.514892578125,0.5821606497149535,5
"County, Iowa",1,0.6050213346180962,0.0,0.6050213346180962,0.25048828125,0.9489547037327404,2
th overall in the 2,1,0.6049520434594333,0.0,0.6049520434594333,0.5400390625,0.5342917297423333,5
1 August,1,0.6047271338933544,0.0,0.6047271338933544,0.22607421875,0.9473647097333858,2
to find a place to practice,1,0.6046957425643564,0.0,0.6046957425643564,0.28173828125,0.932881934535891,6
field of attack of,1,0.6046511706444846,0.0,0.6046511706444846,0.4287109375,0.7220771453612114,4
Inspection,1,0.6045606105662551,0.0,0.6045606105662551,0.306640625,0.8468507451656376,1
"Rups"" Unger",1,0.6039350443237017,0.0,0.6039350443237017,0.375,0.7728991342467543,2
", and Villers",1,0.603678757273137,0.0,0.603678757273137,0.2861328125,0.9684254088078422,3
continues the municipal museum operations,1,0.6034699129186939,0.0,0.6034699129186939,0.21484375,1.0224687276092346,5
"See also
 National Register",1,0.6033246512928022,0.0,0.6033246512928022,0.47216796875,0.6182969797945055,4
"ence"" at hemat",1,0.60308718268224,0.0,0.60308718268224,0.54248046875,0.5524567262368498,3
turning them into giants,1,0.6029882248618478,0.0,0.6029882248618478,0.26708984375,0.9653563043421194,4
He earned a Bachelor of Arts,1,0.6029422709327196,0.0,0.6029422709327196,0.23583984375,0.9243478648317988,6
Pomeranian,2,0.6029396932105542,0.06525481494925767,0.6681945081598119,0.3505859375,0.8893072408388853,1
fredini family of painters,1,0.6027701490922944,0.0,0.6027701490922944,0.271484375,0.8220498844494861,4
regions (or,1,0.602729069259367,0.0,0.602729069259367,0.28271484375,0.9814320481484174,2
", Maine.",1,0.6024869148994931,0.0,0.6024869148994931,0.2158203125,0.9537270528737328,2
The area has been inhabited,1,0.6020478990379674,0.0,0.6020478990379674,0.20703125,1.0412525600949183,5
mines.  After evacuation,1,0.6019490540901464,0.0,0.6019490540901464,0.1884765625,0.9120991977253661,3
those of,1,0.6017366041920077,0.0,0.6017366041920077,0.13232421875,1.0457233464175193,2
gas company in Bangladesh,1,0.6014132392184925,0.0,0.6014132392184925,0.1611328125,1.0322196214837311,4
Belgian architect,1,0.6013424661504383,0.0,0.6013424661504383,0.248046875,0.9793083138135954,2
"016, when",1,0.6012686783620772,0.0,0.6012686783620772,0.27197265625,0.9293191568426931,2
closer to,1,0.6011737587334961,0.0,0.6011737587334961,0.1201171875,1.1401414280837403,2
of Geometry,1,0.6011358894626588,0.0,0.6011358894626588,0.2998046875,0.9022537861566469,2
1913,2,0.6011248178971659,0.0888871433987034,0.6900119612958693,0.363037109375,0.7696577478679145,1
as part of,1,0.6011218748226905,0.0,0.6011218748226905,0.1162109375,1.2181367183067262,3
ouses completed in 1,1,0.601108432060768,0.0,0.601108432060768,0.58154296875,0.4624573594487949,4
7.  He graduated to,1,0.6010161186369939,0.0,0.6010161186369939,0.333984375,0.8619152965924847,4
city center remained in,1,0.6008962364112072,0.0,0.6008962364112072,0.3046875,0.8821234035280177,4
pre-release,1,0.6008502117806718,0.0,0.6008502117806718,0.4453125,0.8094985763266793,1
was constructed of,1,0.6000521042075243,0.0,0.6000521042075243,0.236328125,0.9958577995813107,3
szowice,1,0.5999663152826519,0.0,0.5999663152826519,0.32470703125,0.8135144210191295,1
(CERN,1,0.5999458017751976,0.0,0.5999458017751976,0.29931640625,0.9216174341254939,1
"istribution 
In Baja",1,0.5997947750311867,0.0,0.5997947750311867,0.37109375,0.6897640371873418,3
as well as,1,0.5997568952279814,0.0,0.5997568952279814,0.09375,1.2183863786949531,3
yogurt,1,0.5997045971732613,0.0,0.5997045971732613,0.369140625,0.853997821058153,1
crow files to,1,0.5995167604475156,0.0,0.5995167604475156,0.25,0.7997257390094138,3
deviation and includes both,1,0.5995136449766868,0.0,0.5995136449766868,0.1376953125,1.087407159316717,4
collection was moved to,1,0.5994871776993224,0.0,0.5994871776993224,0.3173828125,0.8584591551858058,4
2014,2,0.5993901158177288,0.2707834500853386,0.8701735659030675,0.349365234375,0.7515880825130721,1
1917,1,0.5992298080318137,0.0,0.5992298080318137,0.3212890625,0.8176545982045342,1
years – three for,1,0.5989359565169686,0.0,0.5989359565169686,0.28125,0.9452158678549216,4
the left in a large hall,1,0.5989274482434634,0.0,0.5989274482434634,0.2216796875,0.9594768237336585,6
Former,1,0.5988154922531158,0.0,0.5988154922531158,0.517578125,0.6486500587577895,1
azle Elahi,1,0.5987456606459127,0.0,0.5987456606459127,0.37158203125,0.7732313391147817,2
"or were the defending champions,",1,0.5986560017531606,0.0,0.5986560017531606,0.29931640625,0.8582122700079012,5
", served as acting Governor of",1,0.5986362356134508,0.0,0.5986362356134508,0.36328125,0.774056409346127,6
R. Arthurs,1,0.598631571019274,0.0,0.598631571019274,0.506103515625,0.647457833798185,2
lstat().,1,0.5985335044491508,0.0,0.5985335044491508,0.31884765625,0.814937276747877,1
months later and was succeeded by,1,0.5983867548261268,0.0,0.5983867548261268,0.220703125,0.9207715745653168,6
", and the most expensive",1,0.5983436475963161,0.0,0.5983436475963161,0.28076171875,0.9128513064907902,5
"ana River in Kenya,",1,0.5981698043153548,0.0,0.5981698043153548,0.30029296875,0.8659079092258869,4
21st Battalion,1,0.598130821942307,0.0,0.598130821942307,0.2587890625,0.9820213907932676,2
197,1,0.5980252796449737,0.0,0.5980252796449737,0.23193359375,0.8333200350499342,1
he enrolled,1,0.5978565660329076,0.0,0.5978565660329076,0.30029296875,0.9597293057072689,2
", in the district of",2,0.5976360425112621,0.030102579084377357,0.6277386215956395,0.143798828125,1.0888166687781555,5
Final League Table,1,0.5973632036044789,0.0,0.5973632036044789,0.3291015625,0.8648679699486972,3
